date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:25:58	20098/20098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20May%202024%2021:59:49%20GMT	https://comicbookreadingorders.com/wp-content/uploads/banner-300x46.jpg	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/uploads/banner-300x46.jpg	(from https://comicbookreadingorders.com/)
19:25:58	70742/70742	---M-Z	200	added ('OK')	text/html	etag:%224368-1789676713;br%22	https://comicbookreadingorders.com/marvel/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/index.html	(from https://comicbookreadingorders.com/)
19:25:58	50151/50151	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20May%202024%2021:59:49%20GMT	https://comicbookreadingorders.com/wp-content/uploads/banner-768x117.jpg	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/uploads/banner-768x117.jpg	(from https://comicbookreadingorders.com/)
19:25:59	163336/163336	---M-Z	200	added ('OK')	text/html	etag:%224461-1789677290;br%22	https://comicbookreadingorders.com/marvel/events/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/index.html	(from https://comicbookreadingorders.com/)
19:25:59	12453/12453	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20May%202024%2021:59:49%20GMT	https://comicbookreadingorders.com/wp-content/uploads/banner-100x15.jpg	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/uploads/banner-100x15.jpg	(from https://comicbookreadingorders.com/)
19:25:59	83264/83264	---M-Z	200	added ('OK')	text/html	etag:%224369-1789676720;br%22	https://comicbookreadingorders.com/marvel/characters/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/characters/index.html	(from https://comicbookreadingorders.com/)
19:25:59	118615/118615	---M-Z	200	added ('OK')	text/html	etag:%224414-1789676935;br%22	https://comicbookreadingorders.com/marvel/marvel-master-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/marvel-master-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:00	110345/110345	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202026%2000:50:29%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/cornerstone/assets/js/site/cs-classic.7.9.4.js?ver=7.9.4	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/cornerstone/assets/js/site/cs-classic.7.9.4ebbe.js	(from https://comicbookreadingorders.com/)
19:26:00	70955/70955	---M-Z	200	added ('OK')	text/html	etag:%224421-1789676964;br%22	https://comicbookreadingorders.com/dc/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/index.html	(from https://comicbookreadingorders.com/)
19:26:01	146667/146667	---M-Z	200	added ('OK')	text/html	etag:%224415-1789676942;br%22	https://comicbookreadingorders.com/dc/events/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/events/index.html	(from https://comicbookreadingorders.com/)
19:26:01	78341/78341	---M-Z	200	added ('OK')	text/html	etag:%224478-1789677358;br%22	https://comicbookreadingorders.com/dc/characters/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/characters/index.html	(from https://comicbookreadingorders.com/)
19:26:01	5107/5107	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2020%20Aug%202026%2012:53:08%20GMT	https://comicbookreadingorders.com/wp-includes/js/dist/hooks.min.js?ver=f0f188028580e8dc1255	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-includes/js/dist/hooks.min4ce2.js	(from https://comicbookreadingorders.com/)
19:26:01	105061/105061	---M-Z	200	added ('OK')	text/html	etag:%224365-1789676696;br%22	https://comicbookreadingorders.com/dc/dc-master-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/dc-master-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:01	5791/5791	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2020%20Aug%202026%2012:53:09%20GMT	https://comicbookreadingorders.com/wp-includes/js/dist/i18n.min.js?ver=1dfe7db3940c23ea9216	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-includes/js/dist/i18n.min99af.js	(from https://comicbookreadingorders.com/)
19:26:01	74105/74105	---M-Z	200	added ('OK')	text/html	etag:%224405-1789676887;br%22	https://comicbookreadingorders.com/other/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/other/index.html	(from https://comicbookreadingorders.com/)
19:26:02	70880/70880	---MCZ	200	added ('OK')	text/html	etag:%224740-1789679824;br%22	https://comicbookreadingorders.com/faq/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/faq/index.html	(from https://comicbookreadingorders.com/)
19:26:02	415140/415140	---M-Z	200	added ('OK')	text/html	etag:%224403-1789676883;br%22	https://comicbookreadingorders.com/updates/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/updates/index.html	(from https://comicbookreadingorders.com/)
19:26:02	12512/12512	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Aug%202026%2020:36:40%20GMT	https://comicbookreadingorders.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.7	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/plugins/contact-form-7/includes/swv/js/index36b6.js	(from https://comicbookreadingorders.com/)
19:26:02	79095/79095	---M-Z	200	added ('OK')	text/html	etag:%224404-1789676885;br%22	https://comicbookreadingorders.com/marvel/characters/alpha-flight-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/characters/alpha-flight-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:03	13452/13452	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Aug%202026%2020:36:40%20GMT	https://comicbookreadingorders.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.7	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/plugins/contact-form-7/includes/js/index36b6.js	(from https://comicbookreadingorders.com/)
19:26:03	79567/79567	---M-Z	200	added ('OK')	text/html	etag:%224604-1789678395;br%22	https://comicbookreadingorders.com/marvel/characters/the-maker-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/characters/the-maker-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:03	79465/79465	---M-Z	200	added ('OK')	text/html	etag:%224652-1789678800;br%22	https://comicbookreadingorders.com/dc/characters/darkseid-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/characters/darkseid-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:03	328/328	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2017%20Sep%202026%2002:04:55%20GMT	https://comicbookreadingorders.com/wp-content/plugins/patron-plugin-pro/plugin/lib/patreon-connect/assets/js/app.js?ver=7.1	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/plugins/patron-plugin-pro/plugin/lib/patreon-connect/assets/js/app4d6f.js	(from https://comicbookreadingorders.com/)
19:26:03	62221/62221	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202026%2012:26:03%20GMT	https://comicbookreadingorders.com/contact/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/contact/index.html	(from https://comicbookreadingorders.com/)
19:26:03	79483/79483	---M-Z	200	added ('OK')	text/html	etag:%225050-1789685247;br%22	https://comicbookreadingorders.com/dc/characters/huntress-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/characters/huntress-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:03	32063/32063	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202026%2000:50:29%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/js/site/x.js?ver=6.9.4	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/dist/js/site/xb34e.js	(from https://comicbookreadingorders.com/)
19:26:04	71025/71025	---M-Z	200	added ('OK')	text/html	etag:%224767-1789680396;br%22	https://comicbookreadingorders.com/dc/characters/onomatopoeia-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/dc/characters/onomatopoeia-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:04	2950/2950	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2020%20Aug%202026%2012:53:09%20GMT	https://comicbookreadingorders.com/wp-includes/js/comment-reply.min.js?ver=7.1	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-includes/js/comment-reply.min4d6f.js	(from https://comicbookreadingorders.com/)
19:26:04	75050/75050	---M-Z	200	added ('OK')	text/html	etag:%224840-1789681446;br%22	https://comicbookreadingorders.com/marvel/characters/the-hood-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/characters/the-hood-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:04	74289/74289	---M-Z	200	added ('OK')	text/html	etag:%224749-1789679913;br%22	https://comicbookreadingorders.com/marvel/characters/ironheart-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/characters/ironheart-reading-order/index.html	(from https://comicbookreadingorders.com/)
19:26:04	42884/42884	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Sep%202026%2000:50:29%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/js/site/stack.js?ver=6.9.4	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/dist/js/site/stackb34e.js	(from https://comicbookreadingorders.com/)
19:26:05	29874/29874	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2020%20Aug%202026%2012:53:08%20GMT	https://comicbookreadingorders.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://comicbookreadingorders.com/)
19:26:05	7656/7656	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202026%2000:50:28%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/btn-circle-top-small.png	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/btn-circle-top-small.png	(from https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/css/site/stacks/integrity-light.css?ver=6.9.4)
19:26:05	7779/7779	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202026%2000:50:28%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/btn-circle-bottom-small.png	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/btn-circle-bottom-small.png	(from https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/css/site/stacks/integrity-light.css?ver=6.9.4)
19:26:06	5721/5721	---M--	200	added ('OK')	image/gif	date:Wed,%2016%20Sep%202026%2000:50:28%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/ilightbox-preloader-light.gif	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/ilightbox-preloader-light.gif	(from https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/css/site/stacks/integrity-light.css?ver=6.9.4)
19:26:06	1537/1537	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Sep%202026%2000:50:28%20GMT	https://comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/ilightbox-thumb-overlay-play-light.png	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/themes/pro/framework/img/global/ilightbox-thumb-overlay-play-light.png	(from https://comicbookreadingorders.com/wp-content/themes/pro/framework/dist/css/site/stacks/integrity-light.css?ver=6.9.4)
19:26:07	57015/57015	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Sep%202026%2012:26:06%20GMT	https://comicbookreadingorders.com/wp-content/uploads/cbro.circle.site.svg	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/wp-content/uploads/cbro.circle.site.svg	(from https://comicbookreadingorders.com/wp-content/uploads/cbro.circle.01.svg)
19:26:08	106064/106064	---M-Z	200	added ('OK')	text/html	etag:%224358-1789676671;br%22	https://comicbookreadingorders.com/marvel/marvel-master-reading-order-part-7/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/marvel-master-reading-order-part-7/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:08	82786/82786	---M-Z	200	added ('OK')	text/html	etag:%224428-1789677008;br%22	https://comicbookreadingorders.com/marvel/event-timeline/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/event-timeline/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:08	69628/69628	---M-Z	200	added ('OK')	text/html	etag:%224492-1789677453;br%22	https://comicbookreadingorders.com/marvel/events/marvel-now-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/marvel-now-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:08	661088/661088	---M-Z	200	added ('OK')	text/html	etag:%224388-1789676816;br%22	https://comicbookreadingorders.com/marvel/events/avengers-vs-x-men-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/avengers-vs-x-men-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:10	69261/69261	---M-Z	200	added ('OK')	text/html	etag:%224565-1789678182;br%22	https://comicbookreadingorders.com/marvel/events/all-new-all-different-marvel-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/all-new-all-different-marvel-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:10	666766/666766	---M-Z	200	added ('OK')	text/html	etag:%224480-1789677369;br%22	https://comicbookreadingorders.com/marvel/events/jonathan-hickmans-marvel-2009-2015-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/jonathan-hickmans-marvel-2009-2015-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:10	673207/673207	---M-Z	200	added ('OK')	text/html	etag:%224353-1789676661;br%22	https://comicbookreadingorders.com/marvel/events/secret-wars-2015-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/secret-wars-2015-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:10	688074/688074	---M-Z	200	added ('OK')	text/html	etag:%224380-1789676767;br%22	https://comicbookreadingorders.com/marvel/events/ultimate-marvel-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/ultimate-marvel-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:11	77842/77842	---M-Z	200	added ('OK')	text/html	etag:%224359-1789676677;br%22	https://comicbookreadingorders.com/marvel/events/marvel-2099-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/marvel-2099-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:11	665560/665560	---M-Z	200	added ('OK')	text/html	etag:%224523-1789677702;br%22	https://comicbookreadingorders.com/marvel/events/mc2-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/mc2-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:11	661694/661694	---M-Z	200	added ('OK')	text/html	etag:%224779-1789680657;br%22	https://comicbookreadingorders.com/marvel/events/earth-x-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/earth-x-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:11	664200/664200	---M-Z	200	added ('OK')	text/html	etag:%224445-1789677169;br%22	https://comicbookreadingorders.com/marvel/events/marvel-zombies-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/marvel-zombies-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/)
19:26:13	71196/71196	---M-Z	200	added ('OK')	text/html	etag:%224837-1789681412;br%22	https://comicbookreadingorders.com/marvel/events/2099-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/2099-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:13	72258/72258	---M-Z	200	added ('OK')	text/html	etag:%224845-1789681496;br%22	https://comicbookreadingorders.com/marvel/events/a-x-e-judgment-day-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/a-x-e-judgment-day-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:13	116588/116588	---M-Z	200	added ('OK')	text/html	etag:%224486-1789677398;br%22	https://comicbookreadingorders.com/marvel/events/a-fresh-start-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/a-fresh-start-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:13	72565/72565	---M-Z	200	added ('OK')	text/html	etag:%224621-1789678457;br%22	https://comicbookreadingorders.com/marvel/events/absolute-carnage-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/absolute-carnage-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:14	72492/72492	---M-Z	200	added ('OK')	text/html	etag:%224493-1789677456;br%22	https://comicbookreadingorders.com/marvel/events/acts-of-vengeance-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/acts-of-vengeance-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:14	661452/661452	---M-Z	200	added ('OK')	text/html	etag:%224427-1789676986;br%22	https://comicbookreadingorders.com/marvel/events/age-of-apocalypse-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/age-of-apocalypse-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
19:26:14	659008/659008	---M-Z	200	added ('OK')	text/html	etag:%224819-1789681135;br%22	https://comicbookreadingorders.com/marvel/events/age-of-ultron-reading-order/	D:/code_dao/reading_orders/tham_khao/comicbookreadingorders/comicbookreadingorders.com/marvel/events/age-of-ultron-reading-order/index.html	(from https://comicbookreadingorders.com/marvel/events/)
